PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Olivola, Christopher Y; Moat, Helen Susannah; Preis, Tobias								Using big data to map the relationship between time perspectives and economic outputs.								The Behavioral and brain sciences				42				e206			10.1017/S0140525X19000244			2019-11-20	2019										1									
J	Oller, D. Kimbrough; Griebel, Ulrike								How the language capacity was naturally selected: Altriciality and long immaturity								BEHAVIORAL AND BRAIN SCIENCES				29	3			293	294		10.1017/S0140525X06389066			JUN 2006	2006										3									
J	Olson, D								Where redescriptions come from: Commentary on Karmiloff-Smith								Behavioral and Brain Sciences				17	4			25	25						1994										1									
J	OLSON, DR								WHERE REDESCRIPTIONS COME FROM								BEHAVIORAL AND BRAIN SCIENCES				17	4			725	725		10.1017/S0140525X00036827			DEC 1994	1994										2									
J	OLSON, DR; ASTINGTON, JW								THE ROLE OF CONCEPTS IN PERCEPTION AND INFERENCE								BEHAVIORAL AND BRAIN SCIENCES				16	1			65	66		10.1017/S0140525X00029022			MAR 1993	1993										1									
J	OLSON, DR								STRUCTURALIST VIEW OF EXPLANATION - CRITIQUE OF BRAINERD								BEHAVIORAL AND BRAIN SCIENCES				1	2			197	199		10.1017/S0140525X0007401X			1978	1978										1									
J	OLSON, RK; KEENAN, JM								SEGMENTATION IN MODELS OF READING								BEHAVIORAL AND BRAIN SCIENCES				8	4			719	719		10.1017/S0140525X00045866			DEC 1985	1985										1									
J	Olsson, Andreas; Ohman, Arne								Is cultivating "biological blindness" a viable route to understanding behavioral phenomena?								BEHAVIORAL AND BRAIN SCIENCES				32	2			220	+		10.1017/S0140525X09001101			APR 2009	2009										1									
J	OLSSON, M; HARDER, K; BAIRD, JC								WHAT EKMAN REALLY SAID								BEHAVIORAL AND BRAIN SCIENCES				16	1			157	158		10.1017/S0140525X00029459			MAR 1993	1993										1									
J	OLTMANNS, TF								CRITERIA FOR EVALUATING HYPOTHESES REGARDING INFORMATION-PROCESSING AND SCHIZOPHRENIA								BEHAVIORAL AND BRAIN SCIENCES				5	4			610	611		10.1017/S0140525X00013893			1982	1982										9									
J	OLTON D																BEHAV BRAIN SCI				2				15							1979										1									
J	OLTON, DS								COMPARATIVE-ANALYSIS OF EPISODIC MEMORY								BEHAVIORAL AND BRAIN SCIENCES				7	2			250	251		10.1017/S0140525X0004454X			1984	1984										22									
J	OLTON, DS; BECKER, JT; HANDELMANN, GE								HIPPOCAMPUS, SPACE, AND MEMORY								BEHAVIORAL AND BRAIN SCIENCES				2	3			313	322		10.1017/S0140525X00062713			1979	1979										1477									
J	OLTON, DS; BECKER, JT; HANDELMANN, GE								A REEXAMINATION OF THE ROLE OF HIPPOCAMPUS IN WORKING MEMORY								BEHAVIORAL AND BRAIN SCIENCES				2	3			352	359		10.1017/S0140525X00063068			1979	1979										16									
J	OLTON, DS								INNER AND OUTER SPACE - THE NEUROANATOMICAL BASES OF SPATIALLY ORGANIZED BEHAVIORS								BEHAVIORAL AND BRAIN SCIENCES				2	4			511	512		10.1017/S0140525X00064153			1979	1979										8									
J	Oosterhof, Nikolaas N.; Wiggett, Alison J.; Cross, Emily S.								Testing key predictions of the associative account of mirror neurons in humans using multivariate pattern analysis								BEHAVIORAL AND BRAIN SCIENCES				37	2			213	215		10.1017/S0140525X13002434			APR 2014	2014										2									
J	Opfer, John E.; Sloutsky, Vladimir								On the design and function of rational arguments								BEHAVIORAL AND BRAIN SCIENCES				34	2			85	+		10.1017/S0140525X10002943			APR 2011	2011										1									
J	Opfer, John E.; Doumas, Leonidas A. A.								Analogy and conceptual change in childhood								BEHAVIORAL AND BRAIN SCIENCES				31	6			723	+		10.1017/S0140525X08005992			DEC 2008	2008										2									
J	Oppenheim, David; Koren-Karie, Nina; Joels, Tirtsa								Social motivation in children with autism: Support from attachment research								BEHAVIORAL AND BRAIN SCIENCES				42						e105	10.1017/S0140525X18002200			2019	2019										2									
J	Oppenheim, Gary M.								Inner speech as a forward model?								BEHAVIORAL AND BRAIN SCIENCES				36	4			369	370		10.1017/S0140525X12002798			AUG 2013	2013										5									
J	Orban, Guy A.								The mirror system in human and nonhuman primates								BEHAVIORAL AND BRAIN SCIENCES				37	2			215	216		10.1017/S0140525X13002446			APR 2014	2014										1									
J	Orban, Guy A.								Which animal model for understanding human navigation in a three-dimensional world?								BEHAVIORAL AND BRAIN SCIENCES				36	5			558	559		10.1017/S0140525X13000484			OCT 2013	2013										1									
J	Orban, Guy A.; Rizzolatti, Giacomo								An area specifically devoted to tool use in human left inferior parietal lobule								BEHAVIORAL AND BRAIN SCIENCES				35	4			234	+		10.1017/S0140525X11001944			AUG 2012	2012										8									
J	Oriet, C; Stevanovski, B; Jolicoeur, P								Theory of event coding: Interesting, but underspecified								BEHAVIORAL AND BRAIN SCIENCES				24	5			897	+		10.1017/S0140525X01400100			OCT 2001	2001										3									
J	ORNE, MT; DINGES, DF; ORNE, EC								HYPNOTIC EXPERIENCE - A COGNITIVE SOCIAL PSYCHOLOGICAL REALITY								BEHAVIORAL AND BRAIN SCIENCES				9	3			477	478		10.1017/S0140525X00046641			SEP 1986	1986										3									
J	ORORKE, P								COHERENCE AND ABDUCTION								BEHAVIORAL AND BRAIN SCIENCES				12	3			484	484		10.1017/S0140525X0005723X			SEP 1989	1989										1									
J	Orosz, Gabor; Zimbardo, Philip G.; Bothe, Beata; Toth-Kiraly, Istvan								The paradoxical effect of climate on time perspective considering resource accumulation								BEHAVIORAL AND BRAIN SCIENCES				40						e92	10.1017/S0140525X16001072			2017	2017										1									
J	OROURKE, J								THE GENERATIVE-RULES DEFINITION OF CREATIVITY								BEHAVIORAL AND BRAIN SCIENCES				17	3			547	547		10.1017/S0140525X0003586X			SEP 1994	1994										1									
J	Orsolini, M								On the cross-linguistic validity of a dual-mechanism model								BEHAVIORAL AND BRAIN SCIENCES				22	6			1033	+		10.1017/S0140525X99432224			DEC 1999	1999										2									
J	Ortmann, A; Ostatnicky, M								Proper experimental design and implementation are necessary conditions for a balanced social psychology								BEHAVIORAL AND BRAIN SCIENCES				27	3			352	+		10.1017/S0140525X04470083			JUN 2004	2004										1									
J	Ortu, Daniele								How do we remember traumatic events? Exploring the role of neuromodulation								BEHAVIORAL AND BRAIN SCIENCES				38						e19	10.1017/S0140525X14000260			2015	2015										1									
J	Osaka, N								How does the attentional pointer work in prefrontal cortex?								BEHAVIORAL AND BRAIN SCIENCES				26	6			751	+		10.1017/S0140525X03460160			DEC 2003	2003										1									
J	Osaka, N								On the perceptual and neural correlates of reading models								BEHAVIORAL AND BRAIN SCIENCES				26	4			495	+		10.1017/S0140525X03400101			AUG 2003	2003										1									
J	OSBORNE, RT								THE SPEARMAN-JENSEN HYPOTHESIS								BEHAVIORAL AND BRAIN SCIENCES				3	3			351	351		10.1017/S0140525X00005355			1980	1980										5									
J	OSCARBERMAN, M								BAIT IN ARMS - WHAT HAPPENS WHEN THE WIND BLOWS								BEHAVIORAL AND BRAIN SCIENCES				2	3			343	344		10.1017/S0140525X00062956			1979	1979										1									
J	Ostlund, Sean B.; Balleine, Bernard W.								The disunity of Pavlovian and instrumental values								BEHAVIORAL AND BRAIN SCIENCES				31	4			456	+		10.1017/S0140525X08004925			AUG 2008	2008										12									
J	Ostrom, Elinor								Experiments combining communication with punishment options demonstrate how individuals can overcome social dilemmas								BEHAVIORAL AND BRAIN SCIENCES				35	1						10.1017/S0140525X11001282			FEB 2012	2012										8									
J	OSTRY, DJ; WILKINSON, FE								CAN VOLUNTARY MOVEMENT BE UNDERSTOOD ON THE BASIS OF REFLEX ORGANIZATION								BEHAVIORAL AND BRAIN SCIENCES				9	4			618	619		10.1017/S0140525X00051499			DEC 1986	1986										2									
J	Osvath, Mathias; Persson, Tomas; Gardenfors, Peter								Foresight, function representation, and social intelligence in the great apes								BEHAVIORAL AND BRAIN SCIENCES				35	4			234	+		10.1017/S0140525X11002068			AUG 2012	2012										1									
J	OTERO, CP								THE EMERGENCE OF HOMO-LOQUENS AND THE LAWS OF PHYSICS								BEHAVIORAL AND BRAIN SCIENCES				13	4			747	749		10.1017/S0140525X00081267			DEC 1990	1990										6									
J	Otsu, Y								Scrambling, indirect passives, and wanna contraction								BEHAVIORAL AND BRAIN SCIENCES				23	1			45	+		10.1017/S0140525X00482397			FEB 2000	2000										3									
J	OVER, D								DEDUCTION AND DEGREES OF BELIEF								BEHAVIORAL AND BRAIN SCIENCES				16	2			361	362		10.1017/S0140525X00030570			JUN 1993	1993										5									
J	Over, David E.; Hadjichristidis, Constantinos								Uncertain premises and Jeffrey's rule								BEHAVIORAL AND BRAIN SCIENCES				32	1			97	+		10.1017/S0140525X09000430			FEB 2009	2009										8									
J	Over, David E.								The logic of natural sampling								BEHAVIORAL AND BRAIN SCIENCES				30	3			277	+		10.1017/S0140525X07001859			JUN 2007	2007										6									
J	Over, DE; Evans, JSBT								Rational distinctions and adaptations								BEHAVIORAL AND BRAIN SCIENCES				23	5			693	+		10.1017/S0140525X00533433			OCT 2000	2000										5									
J	Over, R; Phillips, G								Differences between men and women in age preferences for a same-sex partner								BEHAVIORAL AND BRAIN SCIENCES				20	1			138	&		10.1017/S0140525X97220042			MAR 1997	1997										6									
J	OVER, R								WHAT IS THE SOURCE OF BIAS IN PEER-REVIEW								BEHAVIORAL AND BRAIN SCIENCES				5	2			229	230		10.1017/S0140525X00011559			1982	1982										6									
J	Overgaard, Soren; Krueger, Joel								Social perception and "spectator theories" of other minds								BEHAVIORAL AND BRAIN SCIENCES				36	4			434	435		10.1017/S0140525X12002014			AUG 2013	2013										1									
J	Overmann, Karenleigh A.; Wynn, Thomas; Coolidge, Frederick L.								The prehistory of number concept								BEHAVIORAL AND BRAIN SCIENCES				34	3			142	143		10.1017/S0140525X10002189			JUN 2011	2011										6									
J	OVERSKEID, G								THINKING IS A DIFFICULT HABIT TO BREAK								BEHAVIORAL AND BRAIN SCIENCES				18	1			138	139		10.1017/S0140525X00037791			MAR 1995	1995										3									
J	OVERSKEID, G								THE INTUITIVE MIND								BEHAVIORAL AND BRAIN SCIENCES				17	3			414	414		10.1017/S0140525X0003524X			SEP 1994	1994										3									
J	Overton, Willis F.; Lerner, Richard M.								Relational developmental systems: A paradigm for developmental science in the postgenomic era								BEHAVIORAL AND BRAIN SCIENCES				35	5			375	376		10.1017/S0140525X12001082			OCT 2012	2012										30									
J	OWENS, DA; REED, ES								SEEING WHERE WE LOOK - FIXATION AS EXTRARETINAL INFORMATION								BEHAVIORAL AND BRAIN SCIENCES				17	2			271	272		10.1017/S0140525X0003449X			JUN 1994	1994										3									
J	OWINGS, DH								CALLS AS LABELS - AN INTRIGUING THEME, BUT ONE WITH LIMITATIONS								BEHAVIORAL AND BRAIN SCIENCES				15	1			162	&		10.1017/S0140525X00068102			MAR 1992	1992										2									
J	OYAMA, S								INNATE SELFISHNESS, INNATE SOCIALITY								BEHAVIORAL AND BRAIN SCIENCES				12	4			717	717		10.1017/S0140525X00025486			DEC 1989	1989										7									
J	PAAP, KR								THE PILFERING OF AWARENESS AND GUILT BY ASSOCIATION								BEHAVIORAL AND BRAIN SCIENCES				9	1			45	46		10.1017/S0140525X0002149X			MAR 1986	1986										8									
J	Pace-Schott, EF								Complex hallucinations in waking suggest mechanisms of dream construction								BEHAVIORAL AND BRAIN SCIENCES				28	6			771	+		10.1017/S0140525X05360134			DEC 2005	2005										2									
J	PAGANO, CC; BINGHAM, GP								SPATIAL FRAMES FOR MOTOR CONTROL WOULD BE COMMENSURATE WITH SPATIAL FRAMES FOR VISION AND PROPRIOCEPTION, BUT WHAT ABOUT CONTROL OF ENERGY FLOWS								BEHAVIORAL AND BRAIN SCIENCES				18	4			773	773		10.1017/S0140525X00040966			DEC 1995	1995										3									
J	Page, M								Connectionist modelling in psychology: A localist manifesto								BEHAVIORAL AND BRAIN SCIENCES				23	4			443	+		10.1017/S0140525X00003356			AUG 2000	2000										138									
J	Page, M								Sticking to the manifesto								BEHAVIORAL AND BRAIN SCIENCES				23	4			496	512		10.1017/S0140525X00533354			AUG 2000	2000										2									
J	Pagel, Mark; Atkinson, Quentin D.								The potential for genetic adaptations to language								BEHAVIORAL AND BRAIN SCIENCES				31	5			529	+		10.1017/S0140525X08005207			OCT 2008	2008										2									
J	Pagel, Mark								Darwinian cultural evolution rivals genetic evolution								BEHAVIORAL AND BRAIN SCIENCES				29	4			360	+		10.1017/S0140525X06379083			AUG 2006	2006										2									
J	Paglieri, Fabio; Castelfranchi, Cristiano								More than control freaks: Evaluative and motivational functions of goals								BEHAVIORAL AND BRAIN SCIENCES				31	1			35	+		10.1017/S0140525X07003275			FEB 2008	2008										3									
J	PAGNINI, A								THE PERSISTENCE OF THE EXEGETICAL MYTH								BEHAVIORAL AND BRAIN SCIENCES				9	2			252	252		10.1017/S0140525X00022524			JUN 1986	1986										1									
J	Pahlavan, Farzaneh								Third parties belief in a just world and secondary victimization.								The Behavioral and brain sciences				36	1			30	1		10.1017/S0140525X1200043X			2013-Feb	2013										1									
J	PAILHOUS, J; BONNARD, M								JEANNEROD REPRESENTING BRAIN - IMAGE OR ILLUSION								BEHAVIORAL AND BRAIN SCIENCES				17	2			215	216		10.1017/S0140525X0003421X			JUN 1994	1994										1									
J	PAILLARD, J								BETWEEN PERCEPTION AND REFLEX - A ROLE FOR CONTEXTUAL KINESTHETIC INFORMATION								BEHAVIORAL AND BRAIN SCIENCES				15	4			786	786					DEC 1992	1992										1									
J	PAIVIO, A								COMPUTATIONAL VERSUS OPERATIONAL APPROACHES TO IMAGERY								BEHAVIORAL AND BRAIN SCIENCES				2	4			561	561		10.1017/S0140525X00064438			1979	1979										1									
J	Palagi, Elisabetta; Stanyon, Roscoe; Demuru, Elisa								Play to learn, teach by play								BEHAVIORAL AND BRAIN SCIENCES				38						e53	10.1017/S0140525X14000557			2015	2015										1									
J	PALAY, SL								MODES OF INTERNEURONAL COMMUNICATION								BEHAVIORAL AND BRAIN SCIENCES				2	3			434	434		10.1017/S0140525X00063573			1979	1979										3									
J	PALERMO, DS								BIASES, DECISIONS AND AUCTORIAL REBUTTAL IN THE PEER-REVIEW PROCESS								BEHAVIORAL AND BRAIN SCIENCES				5	2			230	231		10.1017/S0140525X00011560			1982	1982										2									
J	PALLER, KA								IF A PICTURE IS WORTH 1,000 WORDS, HOW MANY PICTURES IS A WORD WORTH								BEHAVIORAL AND BRAIN SCIENCES				18	2			367	368		10.1017/S0140525X00038917			JUN 1995	1995										2									
J	Palm, G								Significance testing - does it need this defence?								BEHAVIORAL AND BRAIN SCIENCES				21	2			214	215		10.1017/S0140525X98431169			APR 1998	1998										1									
J	Palm, G; Wennekers, T								Synchronicity and its use in the brain								BEHAVIORAL AND BRAIN SCIENCES				20	4			695	+		10.1017/S0140525X97361603			DEC 1997	1997										6									
J	PALM, G								MAKING REASONING MORE REASONABLE - EVENT COHERENCE AND ASSEMBLIES								BEHAVIORAL AND BRAIN SCIENCES				16	3			470	470		10.1017/S0140525X00031149			SEP 1993	1993										1									
J	Palmer, CT; Fredrickson, BE; Tilley, CF								Group selection or categorical perception?								BEHAVIORAL AND BRAIN SCIENCES				19	4			780	&		10.1017/S0140525X00044022			DEC 1996	1996										1									
J	PALMER, J; RAO, KR								WHERE LIES THE BIAS - REPLY								BEHAVIORAL AND BRAIN SCIENCES				10	4			618	627		10.1017/S0140525X00054960			DEC 1987	1987										3									
