PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Braitenberg, V; Heck, D; Sultan, F								Waiting for the ultimate theory of the cerebellum								BEHAVIORAL AND BRAIN SCIENCES				20	2			267	&		10.1017/S0140525X97481438			JUN 1997	1997										1									
J	Braitenberg, V.; Heck, D.; Sultan, F.								The detection and generation of sequences as a key to cerebellar function: Experiments and theory								Behavioral and Brain Sciences				20				245	277		DOI 10.1017/S0140525X9721143X				1997										7									
J	BRAITENBERG, V; PREISSL, H								WHY IS THE OUTPUT OF THE CEREBELLUM INHIBITORY								BEHAVIORAL AND BRAIN SCIENCES				15	4			715	717					DEC 1992	1992										5									
J	Brakel, L. A. W.; Shevrin, H.								Freud's dual process theory and the place of the a-rational. Continuing Commentary on Stanovich & West (2001). Individual differences in reasoning: implications for the rationality debate								Behavioral and Brain Sciences				23				645	666						2003										2									
J	Brakel, LAW; Shevrin, H								Freud's dual process theory and the place of the a-rational								BEHAVIORAL AND BRAIN SCIENCES				26	4			527	+		10.1017/S0140525X03210116			AUG 2003	2003										9									
J	BRAMBLETT, CA								DOMINANCE TABULATION - GIVING FORM TO CONCEPTS								BEHAVIORAL AND BRAIN SCIENCES				4	3			435	436		10.1017/S0140525X00009687			1981	1981										14									
J	Brancazio, L; Fowler, CA								Merging auditory and visual phonetic information: A critical test for feedback?								BEHAVIORAL AND BRAIN SCIENCES				23	3			327	+		10.1017/S0140525X00243240			JUN 2000	2000										1									
J	Branch, MN								Gaining (on) momentum								BEHAVIORAL AND BRAIN SCIENCES				23	1			92	+		10.1017/S0140525X00242404			FEB 2000	2000										3									
J	BRANCH, MN								WHEN IS A PATTERN A PATTERN								BEHAVIORAL AND BRAIN SCIENCES				18	1			123	124		10.1017/S0140525X00037638			MAR 1995	1995										1									
J	BRANCH, MN								THE OUTSIDE ROUTE TO THE INSIDE STORY								BEHAVIORAL AND BRAIN SCIENCES				16	4			644	645		10.1017/S0140525X00032076			DEC 1993	1993										1									
J	BRANCH, MN								PREFERENCE FOR A HYPOTHESIS - IS THE CASE CLOSED								BEHAVIORAL AND BRAIN SCIENCES				8	2			332	332		10.1017/S0140525X00020872			1985	1985										1									
J	BRANCH, MN								OBSERVING OBSERVING								BEHAVIORAL AND BRAIN SCIENCES				6	4			705	705		10.1017/S0140525X00017982			1983	1983										6									
J	BRANCH, MN								MISREPRESENTING BEHAVIORISM								BEHAVIORAL AND BRAIN SCIENCES				5	3			372	373		10.1017/S0140525X00012498			1982	1982										3									
J	BRAND, C								JENSEN COMPROMISE WITH COMPONENTIALISM								BEHAVIORAL AND BRAIN SCIENCES				8	2			222	223		10.1017/S0140525X00020434			1985	1985										2									
J	BRAND, M								INTENDED VS INTENTIONAL ACTION								BEHAVIORAL AND BRAIN SCIENCES				9	3			520	521		10.1017/S0140525X00046835			SEP 1986	1986										2									
J	BRANDEIS, D; CALLAWAY, E								WHILE ON THE SUBJECT OF CLOSURE								BEHAVIORAL AND BRAIN SCIENCES				11	3			377	&		10.1017/S0140525X00058052			SEP 1988	1988										3									
J	Brandt, Mark J.; Proulx, Travis								QTIPs: Questionable theoretical and interpretive practices in social psychology								BEHAVIORAL AND BRAIN SCIENCES				38						e136	10.1017/S0140525X14001149			2015	2015										2									
J	Brandt, Mark J.; Wetherell, Geoffrey; Reyna, Christine								Liberals and conservatives can show similarities in negativity bias								BEHAVIORAL AND BRAIN SCIENCES				37	3			307	308		10.1017/S0140525X13002513			JUN 2014	2014										8									
J	Branigan, H.; Pickering, M. J.								Structural priming and the representation of language								Behavioral and Brain Sciences				40				1	61						2017										5									
J	Branigan, H.; Pickering, M.								An experimental approach to linguistic representation								Behavioral and Brain Sciences				40				1	73		DOI 10.1017/50140525X16002028				2016										2									
J	Branigan,, H. P.; Pickering,, M. J.								An experimental approach to linguistic representation								Behavioral and Brain Sciences				40				429	448						2017										1									
J	Branigan, H. P.; Pickering, M. J.								Structural priming and the representation of language								Behavioral and Brain Sciences				40											2017										4									
J	Branigan, H. P.; Pickering, M. J.								Structural priming and the representation of language								Behavioral and Brain Sciences				40											2017										1									
J	Branigan, H. P.; Pickering, M. J								An experimental approach to linguistic re-presentation.								Behavioral and Brain Sciences				40							DOI 10.1017/50140525X17001212				2017										1									
J	Branigan, H. P.; Pickering, M. J.								An experimental approach to linguistic representation								Behavioral and Brain Sciences																									1									
J	Branigan, H. P.; Pickering, M. J.								An experimental approach to linguistic representation								Behavioral and Brain Sciences																									1									
J	Branigan, Holly P.; Pickering, Martin J.								Structural priming and the representation of language								BEHAVIORAL AND BRAIN SCIENCES				40						e313	10.1017/S0140525X17001212			2017	2017										2									
J	Branigan, Holly P.; Pickering, Martin J.								An experimental approach to linguistic representation								BEHAVIORAL AND BRAIN SCIENCES				40						e282	10.1017/S0140525X16002028			2017	2017										12									
J	Branigan, HP; Pickering, MJ								Syntactic representation in the lemma stratum								BEHAVIORAL AND BRAIN SCIENCES				27	2			296	+		10.1017/S0140525X04250075			APR 2004	2004										3									
J	BRANNAN, JR								THE BENEFITS AND CONSTRAINTS OF VISUAL PROCESSING DICHOTOMIES								BEHAVIORAL AND BRAIN SCIENCES				13	3			544	544		10.1017/S0140525X00080043			SEP 1990	1990										1									
J	Brase, Gary L.; Shanteau, James								The unbearable lightness of "Thinking": Moving beyond simple concepts of thinking, rationality, and hypothesis testing								BEHAVIORAL AND BRAIN SCIENCES				34	5			250	251		10.1017/S0140525X11000598			OCT 2011	2011										2									
J	Brase, Gary L.								Omissions, conflations, and false dichotomies: Conceptual and empirical problems with the Barbey & Sloman account								BEHAVIORAL AND BRAIN SCIENCES				30	3			258	+		10.1017/S0140525X07001690			JUN 2007	2007										3									
J	Brass, Marcel; Muhle-Karbe, Paul S.								More than associations: An ideomotor perspective on mirror neurons								BEHAVIORAL AND BRAIN SCIENCES				37	2			195	+		10.1017/S0140525X13002239			APR 2014	2014										6									
J	Braten, S								Hominin infant decentration hypothesis: Mirror neurons system adapted to subserve mother-centered participation								BEHAVIORAL AND BRAIN SCIENCES				27	4			508	+		10.1017/S0140525X0427011X			AUG 2004	2004										9									
J	BRATEN, S								SOCIAL-EMOTIONAL AND AUTO-OPERATIONAL ROOTS OF CULTURAL (PEER) LEARNING								BEHAVIORAL AND BRAIN SCIENCES				16	3			515	515		10.1017/S0140525X00031289			SEP 1993	1993										3									
J	Brattico, Elvira; Vuust, Peter								The urge to judge: Why the judgmental attitude has anything to do with the aesthetic enjoyment of negative emotions								BEHAVIORAL AND BRAIN SCIENCES				40						e353	10.1017/S0140525X17001613			2017	2017										2									
J	BRAUDE, SE								HOW TO DISMISS EVIDENCE WITHOUT REALLY TRYING								BEHAVIORAL AND BRAIN SCIENCES				10	4			573	574		10.1017/S0140525X0005456X			DEC 1987	1987										2									
J	Braunstein, ML								A better understanding of inference can reconcile constructivist and direct theories								BEHAVIORAL AND BRAIN SCIENCES				25	1			99	+		10.1017/S0140525X02240029			FEB 2002	2002										1									
J	BRAZIL, Inti; FARIAS, Miguel								Commentary title: Why would anyone want to believe in Big Gods								Behavioral and Brain Sciences				39	1			24	25						2016										1									
J	Brazil, Inti A.; Farias, Miguel								Why would anyone want to believe in Big Gods?								BEHAVIORAL AND BRAIN SCIENCES				39						e7	10.1017/S0140525X15000370			2016	2016										1									
J	Breakspear, M; Friston, K								Symmetries and itineracy in nonlinear systems with many degrees of freedom								BEHAVIORAL AND BRAIN SCIENCES				24	5			813	+		10.1017/S0140525X01250092			OCT 2001	2001										6									
J	BREGGIN, PR								ELECTROSHOCK THERAPY AND BRAIN-DAMAGE - THE ACUTE ORGANIC BRAIN-SYNDROME AS TREATMENT								BEHAVIORAL AND BRAIN SCIENCES				7	1			24	25		10.1017/S0140525X00025917			1984	1984										6									
J	BREITMEYER, BG								EXPRESS SACCADES - ATTENTION, FIXATION, OR BOTH								BEHAVIORAL AND BRAIN SCIENCES				16	3			572	572		10.1017/S0140525X00031630			SEP 1993	1993										2									
J	BREITMEYER, BG								PROBLEMS WITH THE PSYCHOPHYSICS INTENTION								BEHAVIORAL AND BRAIN SCIENCES				8	4			539	540		10.1017/S0140525X00044915			DEC 1985	1985										30									
J	BREITMEYER, BG								ICON AS VISUAL PERSISTENCE - ALIVE AND WELL								BEHAVIORAL AND BRAIN SCIENCES				6	1			15	16		10.1017/S0140525X00014333			1983	1983										3									
J	Bremner, Andrew J.; Spence, Charles								Unimodal experience constrains while multisensory experiences enrich cognitive construction								BEHAVIORAL AND BRAIN SCIENCES				31	3			335	+		10.1017/S0140525X0800410X			JUN 2008	2008										7									
J	BRENER, J								THE CIRCULATION, BEHAVIOR, AND STRIATE MUSCULAR-ACTIVITY								BEHAVIORAL AND BRAIN SCIENCES				9	2			296	297		10.1017/S0140525X0002272X			JUN 1986	1986										1									
J	BRENGELMANN, GL								BRAIN COOLING VIA EMISSARY VEINS - FACT OR FANCY								BEHAVIORAL AND BRAIN SCIENCES				13	2			349	349		10.1017/S0140525X00079036			JUN 1990	1990										7									
J	Brennan, SE; Metzing, CA								Two steps forward, one step back: Partner-specific effects in a psychology of dialogue								BEHAVIORAL AND BRAIN SCIENCES				27	2			192	+		10.1017/S0140525X04240055			APR 2004	2004										2									
J	Brenner, E; Smeets, JBJ								We are better off without perfect perception								BEHAVIORAL AND BRAIN SCIENCES				24	2			215	+		10.1017/S0140525X01243945			APR 2001	2001										9									
J	BRENOWITZ, EA								BIRD-SONG DIALECTS - FILLING IN THE GAPS								BEHAVIORAL AND BRAIN SCIENCES				8	1			101	102		10.1017/S0140525X00019786			1985	1985										5									
J	BRESARD, B; BRESSON, F								REACHING OR MANIPULATION - LEFT OR RIGHT								BEHAVIORAL AND BRAIN SCIENCES				10	2			265	266		10.1017/S0140525X00047725			JUN 1987	1987										6									
J	Bressler, SL								Context rules								BEHAVIORAL AND BRAIN SCIENCES				26	1			85	+		10.1017/S0140525X03250020			FEB 2003	2003										3									
J	BREWER, MB								AMBIVALENT SOCIALITY - THE HUMAN CONDITION								BEHAVIORAL AND BRAIN SCIENCES				12	4			699	699		10.1017/S0140525X00025309			DEC 1989	1989										5									
J	BREWER, WF								FORM, CONTENT, AND AFFECT IN THE THEORY OF STORIES								BEHAVIORAL AND BRAIN SCIENCES				6	4			595	596		10.1017/S0140525X00073805			1983	1983										4									
J	Brewin, Chris R.								Reconsolidation versus retrieval competition: Rival hypotheses to explain memory change in psychotherapy								BEHAVIORAL AND BRAIN SCIENCES				38						e4	10.1017/S0140525X14000144			2015	2015										5									
J	Bribiescas, RG								Testosterone and dominance: Between-population variance and male energetics								BEHAVIORAL AND BRAIN SCIENCES				21	3			364	+		10.1017/S0140525X98241227			JUN 1998	1998										2									
J	Bridgeman, B								Action planning supplements mirror systems in language evolution								BEHAVIORAL AND BRAIN SCIENCES				28	2			129	+		10.1017/S0140525X0526003X			APR 2005	2005										6									
J	Bridgeman, B								Violations of sensorimotor theories of visual experience								BEHAVIORAL AND BRAIN SCIENCES				27	6			904	+		10.1017/S0140525X04300208			DEC 2004	2004										1									
J	Bridgeman, B								Defining visuornotor dissociations and an application to the oculomotor system								BEHAVIORAL AND BRAIN SCIENCES				27	1			27	+					FEB 2004	2004										2									
J	Bridgeman, B								Artifacts and cognition: Evolution or cultural progress?								BEHAVIORAL AND BRAIN SCIENCES				25	3			403	+		10.1017/S0140525X02220075			JUN 2003	2003										2									
J	Bridgeman, B								Neuroanatomy and function in two visual systems								BEHAVIORAL AND BRAIN SCIENCES				23	4			535	+		10.1017/S0140525X00253363			AUG 2000	2000										1									
J	Bridgeman, B								Implicit and explicit representations of visual space								BEHAVIORAL AND BRAIN SCIENCES				22	5			759	+		10.1017/S0140525X99272184			OCT 1999	1999										1									
J	Bridgeman, B								The dynamical model is a Perceptron								BEHAVIORAL AND BRAIN SCIENCES				21	5			631	+		10.1017/S0140525X98251739			OCT 1998	1998										2									
J	Bridgeman, B; VanderHeijden, AHC; Velichkovsky, BM								Relationship of saccadic suppression to space constancy - Response								BEHAVIORAL AND BRAIN SCIENCES				19	3			553	&		10.1017/S0140525X00082169			SEP 1996	1996										1									
J	BRIDGEMAN, B; VANDERHEIJDEN, AHC; VELICHKOVSKY, BM								A THEORY OF VISUAL-STABILITY ACROSS SACCADIC EYE-MOVEMENTS								BEHAVIORAL AND BRAIN SCIENCES				17	2			247	258		10.1017/S0140525X00034361			JUN 1994	1994										186									
J	BRIDGEMAN, B; VANDERHEIJDEN, AHC; VELICHKOVSKY, BM								HOW OUR WORLD REMAINS STABLE DESPITE DISTURBING INFLUENCES - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				17	2			282	287		10.1017/S0140525X00034634			JUN 1994	1994										2									
J	BRIDGEMAN, B; AZMITIA, M								MIMETIC CULTURE AND MODERN SPORTS - A SYNTHESIS								BEHAVIORAL AND BRAIN SCIENCES				16	4			751	752		10.1017/S0140525X00032684			DEC 1993	1993										1									
J	BRIDGEMAN, B								SPATIAL AND COGNITIVE VISION DIFFERENTIATE AT LOW-LEVELS, BUT NOT IN LANGUAGE								BEHAVIORAL AND BRAIN SCIENCES				16	2			240	240		10.1017/S0140525X00029757			JUN 1993	1993										3									
J	BRIDGEMAN, B								TAKING DISTRIBUTED CODING SERIOUSLY								BEHAVIORAL AND BRAIN SCIENCES				15	4			717	717					DEC 1992	1992										1									
J	BRIDGEMAN, B								INTENTION ITSELF WILL DISAPPEAR WHEN ITS MECHANISMS ARE KNOWN								BEHAVIORAL AND BRAIN SCIENCES				13	4			598	598		10.1017/S0140525X00080328			DEC 1990	1990										2									
J	BRIDGEMAN, B								MODELING SEPARATE PROCESSING PATHWAYS FOR SPATIAL AND OBJECT VISION								BEHAVIORAL AND BRAIN SCIENCES				12	3			398	398		10.1017/S0140525X00056818			SEP 1989	1989										2									
J	BRIDGEMAN, B								IS THE DUAL-ROUTE THEORY POSSIBLE IN PHONETICALLY REGULAR LANGUAGES								BEHAVIORAL AND BRAIN SCIENCES				10	2			331	332		10.1017/S0140525X00048184			JUN 1987	1987										7									
J	BRIDGEMAN, B								THEORIES OF VISUAL MASKING								BEHAVIORAL AND BRAIN SCIENCES				9	1			25	26		10.1017/S0140525X00021294			MAR 1986	1986										5									
J	BRIDGEMAN, B								FREE WILL AND THE FUNCTIONS OF CONSCIOUSNESS								BEHAVIORAL AND BRAIN SCIENCES				8	4			540	540		10.1017/S0140525X00044927			DEC 1985	1985										6									
J	BRIDGEMAN, B; MAYER, M								ICONIC STORAGE AND SACCADIC EYE-MOVEMENTS								BEHAVIORAL AND BRAIN SCIENCES				6	1			16	17		10.1017/S0140525X00014345			1983	1983										1									
J	BRIDGEMAN, B								ISOMORPHISM IS WHERE YOU FIND IT								BEHAVIORAL AND BRAIN SCIENCES				6	4			658	659		10.1017/S0140525X00017787			1983	1983										3									
J	BRIDGEMAN, B								DIRECT PERCEPTION AND A CALL FOR PRIMARY PERCEPTION								BEHAVIORAL AND BRAIN SCIENCES				3	3			382	383		10.1017/S0140525X00005483			1980	1980										1									
J	BRIDGEMAN, B								BRAINS + PROGRAMS = MINDS								BEHAVIORAL AND BRAIN SCIENCES				3	3			427	428		10.1017/S0140525X00005781			1980	1980										1									
J	BRIDGEMAN, B								ADAPTATION AND THE 2-VISUAL-SYSTEMS HYPOTHESIS								BEHAVIORAL AND BRAIN SCIENCES				2	1			64	65		10.1017/S0140525X00060714			1979	1979										2									
J	BRIDGEMAN, B								EVENTS AND PROCESSES IN NEURAL STIMULUS CODING - SOME LIMITATIONS AND AN APPLICATION TO METACONTRAST								BEHAVIORAL AND BRAIN SCIENCES				2	2			257	258		10.1017/S0140525X00062233			1979	1979										1									
J	Brighton, Henry; Olsson, Henrik								Identifying the optimal response is not a necessary step toward explaining function								BEHAVIORAL AND BRAIN SCIENCES				32	1			85	+		10.1017/S0140525X09000302			FEB 2009	2009										2									
J	Brighton, Henry; Mata, Rui; Wilke, Andreas								Reconciling vague and formal models of language evolution								BEHAVIORAL AND BRAIN SCIENCES				29	3			282	282		10.1017/S0140525X06259065			JUN 2006	2006										1									
J	Brill, MH								Color constancy: A case for multiple levels and paradigms								BEHAVIORAL AND BRAIN SCIENCES				24	4			658	+		10.1017/S0140525X01250080			AUG 2001	2001										1									
J	BRILMAYER, L								DISCREPANCIES BETWEEN HUMAN-BEHAVIOR AND FORMAL-THEORIES OF RATIONALITY - THE INCOMPLETENESS OF BAYESIAN PROBABILITY LOGIC								BEHAVIORAL AND BRAIN SCIENCES				6	3			488	489		10.1017/S0140525X0001712X			1983	1983										2									
J	Brinck, I								Nonconceptual content and the distinction between implicit and explicit knowledge								BEHAVIORAL AND BRAIN SCIENCES				22	5			760	+		10.1017/S0140525X99282180			OCT 1999	1999										5									
J	Bringsjord, S; Yang, YR								The problems that generate the rationality debate are too easy, given what our economy now demands								BEHAVIORAL AND BRAIN SCIENCES				26	4			528	+		10.1017/S0140525X03220112			AUG 2003	2003										1									
